name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,current_score,inspection_score,current_grade,inspection_grade,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
Brooklyn Billy's,Brooklyn Billys,Restaurant,6620 W Flamingo Rd,Las Vegas,Nevada,89103,3,16,14,95,95,A,A,3rDzxvhe5CFzeWjvLj92pw,Null,4,16,Null,Null,0,0,Null,Null,Null,Yes,No,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4845 S Fort Apache Rd C,Las Vegas,Nevada,89147,36,69,76,95,93.46153846,A,A,kwLlQn95rqiqvmM4Yc2hIg,Spring Valley,3.5,143,Null,Null,0,1,Null,Null,Null,1,No,1,0,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0,No,Null,Null,"Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,No
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4845 S Fort Apache Rd C,Las Vegas,Nevada,89147,36,69,76,95,93.46153846,A,A,mibbKeg4gbD9O58TCjDWgQ,Westside,2.5,64,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0,No,Null,Yes,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
IHOP,International House of Pancakes,Restaurant,5970 Centennial Center Blvd,Las Vegas,Nevada,89149,96,12,194,95,88.80952381,A,B,Tq032toLj_WQY3e7P3aQ8A,Centennial,3.5,75,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,6,Null,Null,0,Null,1,Null,1,0,Null,0,1,2,0,1,1,Null,Null,0,No,Null,Null,"Breakfast, Brunch, Lunch, Dessert",Null,Null,Null,Null,Null,Null,Null
China a Go Go,China a Go Go,Restaurant,505 E Windmill Ln 1D,Las Vegas,Nevada,89123,48,88,117,95,90.45454545,A,A,QpOAv584eb-ecG4TLEm95g,Southeast,3.5,146,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Cugino's Pizzeria,Mango's,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108,19,4,50,95,90,A,A,ucv_SCACwuW4wEOudO_xyg,Null,4.5,6,Null,Null,Null,0,Null,Null,Null,Yes,Null,1,0,Null,No,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,0,0,Null,Null,Null,2,0,0,1,Null,Null,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sweet Tomatoes,Sweet Tomatoes,Restaurant,2080 N Rainbow Blvd,Las Vegas,Nevada,89108,33,40,55,95,94.23076923,A,A,56Ll9rqG2WxXj4X2pmlkHQ,Null,3.5,254,Null,Null,0,1,Null,0,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,0,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Yes,Null,Yes,Yes,Null,No
Yogis Teriyaki House,Yogis Teriyaki House,Restaurant,4825 S Fort Apache Rd,Las Vegas,Nevada,89147,21,80,35,95,76,A,C,yU34swtpTS8-SMjeLIEFcQ,Spring Valley,4,99,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0,Yes,Null,Yes,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,No
Verrazano Pizza,Verrazano Pizza,Restaurant,2381 E Windmill Ln,Las Vegas,Nevada,89123,38,75,93,95,93,A,A,6Na0jTJjX5GQY_ZJ53G02A,Southeast,3.5,111,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Long John Silver's,Long John Silver's #31332,Restaurant,3270 N Durango Dr,Las Vegas,Nevada,89129,54,39,105,95,93.46153846,A,A,zCuFlGmDGFyj3ytMfmnXEw,Northwest,2,14,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,No,1,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Teriyaki Boy Healthy Grill,Teriyaki Boy Healthy Grill,Restaurant,1725 N Rainbow Blvd 170B,Las Vegas,Nevada,89108,77,122,185,95,90.55555556,A,A,I5TnTKHzJuLA0YLZPGCNwQ,Null,3.5,113,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,1,1,1,0,0,1,Null,1,0,No,Yes,Null,"Lunch, Dinner",Null,Null,Null,Yes,Yes,Null,Null
Boca Do Brasil,"Boca Do Brasil, LLC",Restaurant,4825 S Fort Apache H,Las Vegas,Nevada,89147,28,51,68,95,93.75,A,A,Suy2V5n_w8uzsXTdDdtCnA,Spring Valley,4,108,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,1,1,1,Null,1,0,Yes,Yes,Null,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,Null
Cold Stone Creamery,Cold Stone Creamery,Restaurant,9350 W Sahara Ave 140,Las Vegas,Nevada,89117,59,105,92,95,92.85714286,A,A,yYwTV3c9Q3S1UDdpDhjgTg,Westside,3.5,121,Null,Null,Full Bar,Null,Null,Null,Null,1,Null,1,0,Null,0,No,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Average,Null,No,Null,Null,0,Yes,1,No,Null,1,Yes,1,1,No,No,Yes,Null,Null,Yes,Null,Null,Yes,Null,Null
Northern China Restaurant,Northern China Restaurant,Restaurant,4850 W Flamingo Rd,Las Vegas,Nevada,89103,53,63,130,95,82.14285714,A,B,9r6ijZgxDLJFysxIohtTcQ,Null,2.5,3,Null,Null,No,Casual,Null,Null,Null,Yes,Null,Yes,0,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Quiet,Null,No,Casual,Null,Yes,Yes,Null,No,Null,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Cafelatte,CAFE LATTE,Restaurant,1 S MAIN,Las Vegas,Nevada,89101,13,21,16,95,95,A,A,zMDYrtWiQjR5odg-6Gf6kQ,Null,3.5,3,Null,Null,No,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,0,Casual,Null,Null,Yes,2,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Cafelatte,CAFE LATTE,Restaurant,1 S MAIN,Las Vegas,Nevada,89101,13,21,16,95,95,A,A,Ji35uFlQyOpKjMFNKwp4mw,Downtown,4,12,Null,Null,No,Casual,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,0,Casual,Null,Yes,No,1,No,Null,1,Null,Null,0,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null
Wetzel's Pretzels,Wetzel's Pretzels,Snack Bar,6629 Las Vegas Blvd,Las Vegas,Nevada,89119,26,78,69,95,92.27272727,A,A,Bv7e_e229DfXIEg_Rtf5vg,Southeast,3.5,12,Null,Null,No,Null,Null,Null,Null,1,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,Yes,Casual,Null,No,Yes,1,No,Null,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Farm Basket,Farm Basket,Restaurant,6148 W Charleston Blvd,Las Vegas,Nevada,89146,54,101,151,95,88.52941176,A,B,B3omTXI--0eiBC7nCv_WXg,Westside,3.5,173,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,2,Null,Null,0,Null,1,Null,1,0,Null,0,0,1,0,0,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,No
Chicken Now,Meadows Mall - Chicken Now,Restaurant,4300 Meadows Ln,Las Vegas,Nevada,89107,60,0,146,95,90,A,A,JTknlKD6bviJZLngdpbydw,Westside,3,9,Null,Null,Null,0,Null,Null,Null,Yes,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,0,Null,2,Null,0,0,Null,Yes,0,1,0,0,0,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
U & Me Cafe,U & Me Cafe,Restaurant,3466 S Decatur Blvd,Las Vegas,Nevada,89102,28,12,64,95,87.5,A,B,IRH3mIW2q6J2CR5EoCQ5iA,Chinatown,4,8,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Bonanza Lounge,Bonanza Lounge,Bar / Tavern,4301 E Bonanza Rd,Las Vegas,Nevada,89110,27,0,49,95,94.28571429,A,A,qhQS3KPJs9cya6tcQCEk2A,Sunrise,4,28,Null,Null,2,0,Null,Null,Null,1,No,1,0,Null,Yes,0,Null,Null,No,Null,1,Yes,Null,Null,1,1,0,1,Null,0,Null,Null,Yes,1,1,0,Null,Yes,1,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
